 frequency       ac1.vout1-ac1.vout2 ac1.vout1-ac1.vout2
 1.00000000e+01 -8.42866122e+00  9.15190851e-09 
 1.02329299e+01 -8.42866122e+00  9.36508384e-09 
 1.04712855e+01 -8.42866122e+00  9.58322467e-09 
 1.07151931e+01 -8.42866122e+00  9.80644665e-09 
 1.09647820e+01 -8.42866122e+00  1.00348681e-08 
 1.12201845e+01 -8.42866122e+00  1.02686102e-08 
 1.14815362e+01 -8.42866122e+00  1.05077969e-08 
 1.17489755e+01 -8.42866122e+00  1.07525549e-08 
 1.20226443e+01 -8.42866122e+00  1.10030141e-08 
 1.23026877e+01 -8.42866122e+00  1.12593072e-08 
 1.25892541e+01 -8.42866122e+00  1.15215702e-08 
 1.28824955e+01 -8.42866122e+00  1.17899420e-08 
 1.31825674e+01 -8.42866122e+00  1.20645651e-08 
 1.34896288e+01 -8.42866122e+00  1.23455849e-08 
 1.38038426e+01 -8.42866122e+00  1.26331505e-08 
 1.41253754e+01 -8.42866122e+00  1.29274144e-08 
 1.44543977e+01 -8.42866122e+00  1.32285325e-08 
 1.47910839e+01 -8.42866122e+00  1.35366646e-08 
 1.51356125e+01 -8.42866122e+00  1.38519741e-08 
 1.54881662e+01 -8.42866122e+00  1.41746280e-08 
 1.58489319e+01 -8.42866122e+00  1.45047975e-08 
 1.62181010e+01 -8.42866122e+00  1.48426576e-08 
 1.65958691e+01 -8.42866122e+00  1.51883875e-08 
 1.69824365e+01 -8.42866122e+00  1.55421705e-08 
 1.73780083e+01 -8.42866122e+00  1.59041942e-08 
 1.77827941e+01 -8.42866122e+00  1.62746505e-08 
 1.81970086e+01 -8.42866122e+00  1.66537358e-08 
 1.86208714e+01 -8.42866122e+00  1.70416511e-08 
 1.90546072e+01 -8.42866122e+00  1.74386022e-08 
 1.94984460e+01 -8.42866122e+00  1.78447994e-08 
 1.99526231e+01 -8.42866122e+00  1.82604582e-08 
 2.04173794e+01 -8.42866122e+00  1.86857989e-08 
 2.08929613e+01 -8.42866122e+00  1.91210470e-08 
 2.13796209e+01 -8.42866122e+00  1.95664334e-08 
 2.18776162e+01 -8.42866122e+00  2.00221942e-08 
 2.23872114e+01 -8.42866122e+00  2.04885710e-08 
 2.29086765e+01 -8.42866122e+00  2.09658112e-08 
 2.34422882e+01 -8.42866122e+00  2.14541676e-08 
 2.39883292e+01 -8.42866122e+00  2.19538994e-08 
 2.45470892e+01 -8.42866122e+00  2.24652714e-08 
 2.51188643e+01 -8.42866122e+00  2.29885548e-08 
 2.57039578e+01 -8.42866122e+00  2.35240270e-08 
