 frequency       ac1.vout1-ac1.vout2 ac1.vout1-ac1.vout2
 1.00000000e+01 -3.47614629e+01  9.68979462e-08 
 1.02329299e+01 -3.47614629e+01  9.91549893e-08 
 1.04712855e+01 -3.47614629e+01  1.01464606e-07 
 1.07151931e+01 -3.47614629e+01  1.03828020e-07 
 1.09647820e+01 -3.47614629e+01  1.06246485e-07 
 1.12201845e+01 -3.47614629e+01  1.08721284e-07 
 1.14815362e+01 -3.47614629e+01  1.11253728e-07 
 1.17489755e+01 -3.47614629e+01  1.13845160e-07 
 1.20226443e+01 -3.47614629e+01  1.16496955e-07 
 1.23026877e+01 -3.47614629e+01  1.19210517e-07 
 1.25892541e+01 -3.47614629e+01  1.21987287e-07 
 1.28824955e+01 -3.47614629e+01  1.24828736e-07 
 1.31825674e+01 -3.47614629e+01  1.27736371e-07 
 1.34896288e+01 -3.47614629e+01  1.30711733e-07 
 1.38038426e+01 -3.47614629e+01  1.33756400e-07 
 1.41253754e+01 -3.47614629e+01  1.36871987e-07 
 1.44543977e+01 -3.47614629e+01  1.40060145e-07 
 1.47910839e+01 -3.47614629e+01  1.43322565e-07 
 1.51356125e+01 -3.47614629e+01  1.46660976e-07 
 1.54881662e+01 -3.47614629e+01  1.50077149e-07 
 1.58489319e+01 -3.47614629e+01  1.53572895e-07 
 1.62181010e+01 -3.47614629e+01  1.57150068e-07 
 1.65958691e+01 -3.47614629e+01  1.60810563e-07 
 1.69824365e+01 -3.47614629e+01  1.64556322e-07 
 1.73780083e+01 -3.47614629e+01  1.68389331e-07 
 1.77827941e+01 -3.47614629e+01  1.72311623e-07 
 1.81970086e+01 -3.47614629e+01  1.76325276e-07 
 1.86208714e+01 -3.47614629e+01  1.80432419e-07 
 1.90546072e+01 -3.47614629e+01  1.84635230e-07 
 1.94984460e+01 -3.47614629e+01  1.88935937e-07 
 1.99526231e+01 -3.47614629e+01  1.93336820e-07 
 2.04173794e+01 -3.47614629e+01  1.97840214e-07 
 2.08929613e+01 -3.47614629e+01  2.02448504e-07 
 2.13796209e+01 -3.47614629e+01  2.07164136e-07 
 2.18776162e+01 -3.47614629e+01  2.11989608e-07 
 2.23872114e+01 -3.47614629e+01  2.16927480e-07 
 2.29086765e+01 -3.47614629e+01  2.21980371e-07 
 2.34422882e+01 -3.47614629e+01  2.27150958e-07 
 2.39883292e+01 -3.47614629e+01  2.32441983e-07 
 2.45470892e+01 -3.47614629e+01  2.37856252e-07 
 2.51188643e+01 -3.47614629e+01  2.43396636e-07 
 2.57039578e+01 -3.47614629e+01  2.49066072e-07 
 2.63026799e+01 -3.47614629e+01  2.54867566e-07 
 2.69153480e+01 -3.47614629e+01  2.60804195e-07 
 2.75422870e+01 -3.47614629e+01  2.66879105e-07 
 2.81838293e+01 -3.47614629e+01  2.73095518e-07 
 2.88403150e+01 -3.47614629e+01  2.79456729e-07 
 2.95120923e+01 -3.47614629e+01  2.85966113e-07 
 3.01995172e+01 -3.47614629e+01  2.92627119e-07 
 3.09029543e+01 -3.47614629e+01  2.99443281e-07 
 3.16227766e+01 -3.47614629e+01  3.06418211e-07 
 3.23593657e+01 -3.47614629e+01  3.13555608e-07 
 3.31131121e+01 -3.47614629e+01  3.20859256e-07 
 3.38844156e+01 -3.47614629e+01  3.28333028e-07 
 3.46736850e+01 -3.47614629e+01  3.35980887e-07 
 3.54813389e+01 -3.47614629e+01  3.43806887e-07 
 3.63078055e+01 -3.47614629e+01  3.51815178e-07 
 3.71535229e+01 -3.47614629e+01  3.60010006e-07 
 3.80189396e+01 -3.47614629e+01  3.68395717e-07 
 3.89045145e+01 -3.47614629e+01  3.76976755e-07 
 3.98107171e+01 -3.47614629e+01  3.85757672e-07 
 4.07380278e+01 -3.47614629e+01  3.94743122e-07 
 4.16869383e+01 -3.47614629e+01  4.03937871e-07 
 4.26579519e+01 -3.47614629e+01  4.13346793e-07 
 4.36515832e+01 -3.47614629e+01  4.22974876e-07 
 4.46683592e+01 -3.47614629e+01  4.32827227e-07 
 4.57088190e+01 -3.47614629e+01  4.42909068e-07 
 4.67735141e+01 -3.47614629e+01  4.53225746e-07 
 4.78630092e+01 -3.47614629e+01  4.63782729e-07 
 4.89778819e+01 -3.47614629e+01  4.74585617e-07 
 5.01187234e+01 -3.47614629e+01  4.85640136e-07 
 5.12861384e+01 -3.47614629e+01  4.96952148e-07 
 5.24807460e+01 -3.47614629e+01  5.08527651e-07 
 5.37031796e+01 -3.47614629e+01  5.20372781e-07 
 5.49540874e+01 -3.47614629e+01  5.32493820e-07 
 5.62341325e+01 -3.47614629e+01  5.44897195e-07 
 5.75439937e+01 -3.47614629e+01  5.57589481e-07 
 5.88843655e+01 -3.47614629e+01  5.70577408e-07 
 6.02559586e+01 -3.47614629e+01  5.83867864e-07 
 6.16595002e+01 -3.47614629e+01  5.97467893e-07 
 6.30957344e+01 -3.47614629e+01  6.11384708e-07 
 6.45654229e+01 -3.47614629e+01  6.25625688e-07 
 6.60693448e+01 -3.47614629e+01  6.40198382e-07 
 6.76082975e+01 -3.47614629e+01  6.55110518e-07 
 6.91830971e+01 -3.47614629e+01  6.70370002e-07 
 7.07945784e+01 -3.47614629e+01  6.85984925e-07 
 7.24435960e+01 -3.47614629e+01  7.01963567e-07 
 7.41310241e+01 -3.47614629e+01  7.18314399e-07 
 7.58577575e+01 -3.47614629e+01  7.35046091e-07 
 7.76247117e+01 -3.47614629e+01  7.52167513e-07 
 7.94328235e+01 -3.47614629e+01  7.69687746e-07 
 8.12830516e+01 -3.47614629e+01  7.87616076e-07 
 8.31763771e+01 -3.47614629e+01  8.05962011e-07 
 8.51138038e+01 -3.47614629e+01  8.24735278e-07 
 8.70963590e+01 -3.47614629e+01  8.43945831e-07 
 8.91250938e+01 -3.47614629e+01  8.63603855e-07 
 9.12010839e+01 -3.47614629e+01  8.83719772e-07 
 9.33254301e+01 -3.47614629e+01  9.04304250e-07 
 9.54992586e+01 -3.47614629e+01  9.25368202e-07 
 9.77237221e+01 -3.47614629e+01  9.46922797e-07 
 1.00000000e+02 -3.47614629e+01  9.68979462e-07 
 1.02329299e+02 -3.47614629e+01  9.91549893e-07 
 1.04712855e+02 -3.47614629e+01  1.01464606e-06 
 1.07151931e+02 -3.47614629e+01  1.03828020e-06 
 1.09647820e+02 -3.47614629e+01  1.06246485e-06 
 1.12201845e+02 -3.47614629e+01  1.08721284e-06 
 1.14815362e+02 -3.47614629e+01  1.11253728e-06 
 1.17489755e+02 -3.47614629e+01  1.13845160e-06 
 1.20226443e+02 -3.47614629e+01  1.16496955e-06 
 1.23026877e+02 -3.47614629e+01  1.19210517e-06 
 1.25892541e+02 -3.47614629e+01  1.21987287e-06 
 1.28824955e+02 -3.47614629e+01  1.24828736e-06 
 1.31825674e+02 -3.47614629e+01  1.27736371e-06 
 1.34896288e+02 -3.47614629e+01  1.30711733e-06 
 1.38038426e+02 -3.47614629e+01  1.33756400e-06 
 1.41253754e+02 -3.47614629e+01  1.36871987e-06 
 1.44543977e+02 -3.47614629e+01  1.40060145e-06 
 1.47910839e+02 -3.47614629e+01  1.43322565e-06 
 1.51356125e+02 -3.47614629e+01  1.46660976e-06 
 1.54881662e+02 -3.47614629e+01  1.50077149e-06 
 1.58489319e+02 -3.47614629e+01  1.53572895e-06 
 1.62181010e+02 -3.47614629e+01  1.57150068e-06 
 1.65958691e+02 -3.47614629e+01  1.60810563e-06 
 1.69824365e+02 -3.47614629e+01  1.64556322e-06 
 1.73780083e+02 -3.47614629e+01  1.68389331e-06 
 1.77827941e+02 -3.47614629e+01  1.72311623e-06 
 1.81970086e+02 -3.47614629e+01  1.76325276e-06 
 1.86208714e+02 -3.47614629e+01  1.80432419e-06 
 1.90546072e+02 -3.47614629e+01  1.84635230e-06 
 1.94984460e+02 -3.47614629e+01  1.88935937e-06 
 1.99526231e+02 -3.47614629e+01  1.93336820e-06 
 2.04173794e+02 -3.47614629e+01  1.97840214e-06 
 2.08929613e+02 -3.47614629e+01  2.02448504e-06 
 2.13796209e+02 -3.47614629e+01  2.07164136e-06 
 2.18776162e+02 -3.47614629e+01  2.11989608e-06 
 2.23872114e+02 -3.47614629e+01  2.16927480e-06 
 2.29086765e+02 -3.47614629e+01  2.21980371e-06 
 2.34422882e+02 -3.47614629e+01  2.27150958e-06 
 2.39883292e+02 -3.47614629e+01  2.32441983e-06 
 2.45470892e+02 -3.47614629e+01  2.37856252e-06 
 2.51188643e+02 -3.47614629e+01  2.43396636e-06 
 2.57039578e+02 -3.47614629e+01  2.49066072e-06 
 2.63026799e+02 -3.47614629e+01  2.54867566e-06 
 2.69153480e+02 -3.47614629e+01  2.60804195e-06 
 2.75422870e+02 -3.47614629e+01  2.66879105e-06 
 2.81838293e+02 -3.47614629e+01  2.73095518e-06 
 2.88403150e+02 -3.47614629e+01  2.79456729e-06 
 2.95120923e+02 -3.47614629e+01  2.85966113e-06 
 3.01995172e+02 -3.47614629e+01  2.92627119e-06 
 3.09029543e+02 -3.47614629e+01  2.99443281e-06 
 3.16227766e+02 -3.47614629e+01  3.06418211e-06 
 3.23593657e+02 -3.47614629e+01  3.13555608e-06 
 3.31131121e+02 -3.47614629e+01  3.20859256e-06 
 3.38844156e+02 -3.47614629e+01  3.28333028e-06 
 3.46736850e+02 -3.47614629e+01  3.35980887e-06 
 3.54813389e+02 -3.47614629e+01  3.43806887e-06 
 3.63078055e+02 -3.47614629e+01  3.51815178e-06 
 3.71535229e+02 -3.47614629e+01  3.60010006e-06 
 3.80189396e+02 -3.47614629e+01  3.68395717e-06 
 3.89045145e+02 -3.47614629e+01  3.76976755e-06 
 3.98107171e+02 -3.47614629e+01  3.85757672e-06 
 4.07380278e+02 -3.47614629e+01  3.94743122e-06 
 4.16869383e+02 -3.47614629e+01  4.03937871e-06 
 4.26579519e+02 -3.47614629e+01  4.13346793e-06 
 4.36515832e+02 -3.47614629e+01  4.22974876e-06 
 4.46683592e+02 -3.47614629e+01  4.32827227e-06 
 4.57088190e+02 -3.47614629e+01  4.42909068e-06 
 4.67735141e+02 -3.47614629e+01  4.53225746e-06 
 4.78630092e+02 -3.47614629e+01  4.63782729e-06 
 4.89778819e+02 -3.47614629e+01  4.74585617e-06 
 5.01187234e+02 -3.47614629e+01  4.85640136e-06 
 5.12861384e+02 -3.47614629e+01  4.96952148e-06 
 5.24807460e+02 -3.47614629e+01  5.08527651e-06 
 5.37031796e+02 -3.47614629e+01  5.20372781e-06 
 5.49540874e+02 -3.47614629e+01  5.32493820e-06 
 5.62341325e+02 -3.47614629e+01  5.44897195e-06 
 5.75439937e+02 -3.47614629e+01  5.57589481e-06 
 5.88843655e+02 -3.47614629e+01  5.70577408e-06 
 6.02559586e+02 -3.47614629e+01  5.83867864e-06 
 6.16595002e+02 -3.47614629e+01  5.97467893e-06 
 6.30957344e+02 -3.47614629e+01  6.11384708e-06 
 6.45654229e+02 -3.47614629e+01  6.25625688e-06 
 6.60693448e+02 -3.47614629e+01  6.40198382e-06 
 6.76082975e+02 -3.47614629e+01  6.55110518e-06 
 6.91830971e+02 -3.47614629e+01  6.70370002e-06 
 7.07945784e+02 -3.47614629e+01  6.85984925e-06 
 7.24435960e+02 -3.47614629e+01  7.01963567e-06 
 7.41310241e+02 -3.47614629e+01  7.18314399e-06 
 7.58577575e+02 -3.47614629e+01  7.35046091e-06 
 7.76247117e+02 -3.47614629e+01  7.52167513e-06 
 7.94328235e+02 -3.47614629e+01  7.69687746e-06 
 8.12830516e+02 -3.47614629e+01  7.87616076e-06 
 8.31763771e+02 -3.47614629e+01  8.05962011e-06 
 8.51138038e+02 -3.47614629e+01  8.24735278e-06 
 8.70963590e+02 -3.47614629e+01  8.43945831e-06 
 8.91250938e+02 -3.47614629e+01  8.63603855e-06 
 9.12010839e+02 -3.47614629e+01  8.83719772e-06 
 9.33254301e+02 -3.47614629e+01  9.04304250e-06 
 9.54992586e+02 -3.47614629e+01  9.25368202e-06 
 9.77237221e+02 -3.47614629e+01  9.46922797e-06 
 1.00000000e+03 -3.47614629e+01  9.68979462e-06 
 1.02329299e+03 -3.47614629e+01  9.91549893e-06 
 1.04712855e+03 -3.47614629e+01  1.01464606e-05 
 1.07151931e+03 -3.47614629e+01  1.03828020e-05 
 1.09647820e+03 -3.47614629e+01  1.06246485e-05 
 1.12201845e+03 -3.47614629e+01  1.08721284e-05 
 1.14815362e+03 -3.47614629e+01  1.11253728e-05 
 1.17489755e+03 -3.47614629e+01  1.13845160e-05 
 1.20226443e+03 -3.47614629e+01  1.16496955e-05 
 1.23026877e+03 -3.47614629e+01  1.19210517e-05 
 1.25892541e+03 -3.47614629e+01  1.21987287e-05 
