 frequency       inoise_spectrum onoise_spectrum
 5.40347650e+04  4.94129795e-10  1.11374829e-08 
 5.52807921e+04  4.94129460e-10  1.11374642e-08 
 5.65555523e+04  4.94129110e-10  1.11374447e-08 
 5.78597080e+04  4.94128745e-10  1.11374243e-08 
 5.91939372e+04  4.94128363e-10  1.11374029e-08 
 6.05589334e+04  4.94127966e-10  1.11373806e-08 
 6.19554061e+04  4.94127550e-10  1.11373573e-08 
 6.33840810e+04  4.94127117e-10  1.11373329e-08 
 6.48457008e+04  4.94126664e-10  1.11373074e-08 
 6.63410251e+04  4.94126192e-10  1.11372807e-08 
 6.78708313e+04  4.94125699e-10  1.11372528e-08 
 6.94359143e+04  4.94125184e-10  1.11372237e-08 
 7.10370877e+04  4.94124646e-10  1.11371932e-08 
 7.26751838e+04  4.94124085e-10  1.11371613e-08 
 7.43510539e+04  4.94123498e-10  1.11371280e-08 
 7.60655691e+04  4.94122886e-10  1.11370931e-08 
 7.78196206e+04  4.94122247e-10  1.11370566e-08 
 7.96141200e+04  4.94121580e-10  1.11370185e-08 
 8.14500001e+04  4.94120883e-10  1.11369787e-08 
 8.33282151e+04  4.94120155e-10  1.11369370e-08 
 8.52497412e+04  4.94119395e-10  1.11368934e-08 
 8.72155772e+04  4.94118602e-10  1.11368479e-08 
 8.92267449e+04  4.94117774e-10  1.11368002e-08 
 9.12842895e+04  4.94116909e-10  1.11367504e-08 
 9.33892805e+04  4.94116006e-10  1.11366983e-08 
 9.55428121e+04  4.94115064e-10  1.11366438e-08 
 9.77460036e+04  4.94114080e-10  1.11365869e-08 
 1.00000000e+05  4.94113053e-10  1.11365274e-08 
 1.02305973e+05  4.94111981e-10  1.11364651e-08 
 1.04665121e+05  4.94110863e-10  1.11364000e-08 
 1.07078670e+05  4.94109696e-10  1.11363320e-08 
 1.09547876e+05  4.94108478e-10  1.11362609e-08 
 1.12074020e+05  4.94107207e-10  1.11361865e-08 
 1.14658417e+05  4.94105882e-10  1.11361088e-08 
 1.17302409e+05  4.94104499e-10  1.11360275e-08 
 1.20007371e+05  4.94103057e-10  1.11359426e-08 
 1.22774708e+05  4.94101554e-10  1.11358539e-08 
 1.25605860e+05  4.94099986e-10  1.11357611e-08 
 1.28502297e+05  4.94098351e-10  1.11356642e-08 
 1.31465525e+05  4.94096648e-10  1.11355629e-08 
 1.34497085e+05  4.94094872e-10  1.11354571e-08 
 1.37598551e+05  4.94093022e-10  1.11353465e-08 
 1.40771537e+05  4.94091094e-10  1.11352309e-08 
 1.44017690e+05  4.94089086e-10  1.11351102e-08 
 1.47338699e+05  4.94086995e-10  1.11349841e-08 
 1.50736290e+05  4.94084818e-10  1.11348523e-08 
 1.54212228e+05  4.94082551e-10  1.11347147e-08 
 1.57768320e+05  4.94080193e-10  1.11345710e-08 
 1.61406415e+05  4.94077738e-10  1.11344209e-08 
 1.65128404e+05  4.94075185e-10  1.11342642e-08 
 1.68936220e+05  4.94072530e-10  1.11341005e-08 
 1.72831844e+05  4.94069769e-10  1.11339296e-08 
 1.76817299e+05  4.94066900e-10  1.11337513e-08 
 1.80894658e+05  4.94063918e-10  1.11335650e-08 
 1.85066040e+05  4.94060821e-10  1.11333706e-08 
 1.89333613e+05  4.94057604e-10  1.11331678e-08 
 1.93699595e+05  4.94054265e-10  1.11329561e-08 
 1.98166255e+05  4.94050800e-10  1.11327352e-08 
 2.02735916e+05  4.94047206e-10  1.11325047e-08 
 2.07410951e+05  4.94043478e-10  1.11322643e-08 
 2.12193792e+05  4.94039615e-10  1.11320134e-08 
 2.17086923e+05  4.94035611e-10  1.11317519e-08 
 2.22092889e+05  4.94031465e-10  1.11314791e-08 
 2.27214291e+05  4.94027172e-10  1.11311947e-08 
 2.32453791e+05  4.94022730e-10  1.11308981e-08 
 2.37814113e+05  4.94018135e-10  1.11305890e-08 
 2.43298042e+05  4.94013386e-10  1.11302668e-08 
 2.48908429e+05  4.94008478e-10  1.11299310e-08 
 2.54648190e+05  4.94003409e-10  1.11295812e-08 
 2.60520309e+05  4.93998177e-10  1.11292166e-08 
 2.66527837e+05  4.93992781e-10  1.11288369e-08 
 2.72673897e+05  4.93987216e-10  1.11284414e-08 
 2.78961683e+05  4.93981483e-10  1.11280294e-08 
 2.85394464e+05  4.93975580e-10  1.11276006e-08 
 2.91975583e+05  4.93969505e-10  1.11271540e-08 
 2.98708461e+05  4.93963257e-10  1.11266892e-08 
 3.05596598e+05  4.93956837e-10  1.11262054e-08 
 3.12643573e+05  4.93950245e-10  1.11257019e-08 
 3.19853049e+05  4.93943479e-10  1.11251780e-08 
 3.27228774e+05  4.93936542e-10  1.11246329e-08 
 3.34774581e+05  4.93929435e-10  1.11240660e-08 
 3.42494392e+05  4.93922159e-10  1.11234763e-08 
 3.50392221e+05  4.93914716e-10  1.11228631e-08 
 3.58472171e+05  4.93907110e-10  1.11222255e-08 
 3.66738442e+05  4.93899343e-10  1.11215626e-08 
 3.75195331e+05  4.93891420e-10  1.11208734e-08 
 3.83847234e+05  4.93883345e-10  1.11201572e-08 
 3.92698648e+05  4.93875122e-10  1.11194128e-08 
 4.01754173e+05  4.93866758e-10  1.11186392e-08 
 4.11018515e+05  4.93858260e-10  1.11178354e-08 
 4.20496491e+05  4.93849633e-10  1.11170002e-08 
 4.30193027e+05  4.93840885e-10  1.11161326e-08 
 4.40113162e+05  4.93832026e-10  1.11152314e-08 
 4.50262052e+05  4.93823063e-10  1.11142952e-08 
 4.60644974e+05  4.93814006e-10  1.11133228e-08 
 4.71267322e+05  4.93804865e-10  1.11123129e-08 
 4.82134619e+05  4.93795651e-10  1.11112641e-08 
 4.93252513e+05  4.93786376e-10  1.11101749e-08 
 5.04626783e+05  4.93777051e-10  1.11090437e-08 
 5.16263340e+05  4.93767688e-10  1.11078690e-08 
 5.28168234e+05  4.93758302e-10  1.11066490e-08 
 5.40347650e+05  4.93748906e-10  1.11053822e-08 
 5.52807921e+05  4.93739513e-10  1.11040664e-08 
 5.65555523e+05  4.93730138e-10  1.11027000e-08 
 5.78597080e+05  4.93720796e-10  1.11012809e-08 
 5.91939372e+05  4.93711503e-10  1.10998069e-08 
 6.05589334e+05  4.93702274e-10  1.10982759e-08 
 6.19554061e+05  4.93693125e-10  1.10966855e-08 
 6.33840810e+05  4.93684073e-10  1.10950332e-08 
 6.48457008e+05  4.93675134e-10  1.10933166e-08 
 6.63410251e+05  4.93666325e-10  1.10915329e-08 
 6.78708313e+05  4.93657663e-10  1.10896793e-08 
 6.94359143e+05  4.93649164e-10  1.10877529e-08 
 7.10370877e+05  4.93640846e-10  1.10857504e-08 
 7.26751838e+05  4.93632726e-10  1.10836688e-08 
 7.43510539e+05  4.93624821e-10  1.10815044e-08 
 7.60655691e+05  4.93617148e-10  1.10792538e-08 
 7.78196206e+05  4.93609724e-10  1.10769132e-08 
 7.96141200e+05  4.93602567e-10  1.10744786e-08 
 8.14500001e+05  4.93595693e-10  1.10719457e-08 
 8.33282151e+05  4.93589119e-10  1.10693104e-08 
 8.52497412e+05  4.93582862e-10  1.10665679e-08 
 8.72155772e+05  4.93576939e-10  1.10637136e-08 
 8.92267449e+05  4.93571366e-10  1.10607424e-08 
 9.12842895e+05  4.93566159e-10  1.10576490e-08 
 9.33892805e+05  4.93561335e-10  1.10544280e-08 
 9.55428121e+05  4.93556911e-10  1.10510736e-08 
 9.77460036e+05  4.93552902e-10  1.10475797e-08 
 1.00000000e+06  4.93549324e-10  1.10439402e-08 
 1.02305973e+06  4.93546194e-10  1.10401483e-08 
 1.04665121e+06  4.93543528e-10  1.10361972e-08 
 1.07078670e+06  4.93541342e-10  1.10320798e-08 
 1.09547876e+06  4.93539652e-10  1.10277885e-08 
 1.12074020e+06  4.93538474e-10  1.10233155e-08 
 1.14658417e+06  4.93537825e-10  1.10186527e-08 
 1.17302409e+06  4.93537722e-10  1.10137915e-08 
 1.20007371e+06  4.93538181e-10  1.10087230e-08 
 1.22774708e+06  4.93539220e-10  1.10034381e-08 
 1.25605860e+06  4.93540857e-10  1.09979270e-08 
 1.28502297e+06  4.93543108e-10  1.09921798e-08 
 1.31465525e+06  4.93545994e-10  1.09861860e-08 
 1.34497085e+06  4.93549533e-10  1.09799348e-08 
 1.37598551e+06  4.93553744e-10  1.09734148e-08 
 1.40771537e+06  4.93558648e-10  1.09666144e-08 
 1.44017690e+06  4.93564265e-10  1.09595213e-08 
 1.47338699e+06  4.93570618e-10  1.09521229e-08 
 1.50736290e+06  4.93577730e-10  1.09444060e-08 
 1.54212228e+06  4.93585624e-10  1.09363570e-08 
 1.57768320e+06  4.93594324e-10  1.09279618e-08 
 1.61406415e+06  4.93603856e-10  1.09192057e-08 
 1.65128404e+06  4.93614247e-10  1.09100735e-08 
 1.68936220e+06  4.93625526e-10  1.09005495e-08 
 1.72831844e+06  4.93637722e-10  1.08906174e-08 
 1.76817299e+06  4.93650866e-10  1.08802605e-08 
 1.80894658e+06  4.93664989e-10  1.08694612e-08 
 1.85066040e+06  4.93680127e-10  1.08582016e-08 
 1.89333613e+06  4.93696315e-10  1.08464632e-08 
 1.93699595e+06  4.93713589e-10  1.08342269e-08 
 1.98166255e+06  4.93731990e-10  1.08214728e-08 
 2.02735916e+06  4.93751558e-10  1.08081807e-08 
 2.07410951e+06  4.93772338e-10  1.07943296e-08 
 2.12193792e+06  4.93794373e-10  1.07798981e-08 
 2.17086923e+06  4.93817712e-10  1.07648639e-08 
 2.22092889e+06  4.93842406e-10  1.07492044e-08 
 2.27214291e+06  4.93868505e-10  1.07328962e-08 
 2.32453791e+06  4.93896065e-10  1.07159155e-08 
 2.37814113e+06  4.93925144e-10  1.06982378e-08 
 2.43298042e+06  4.93955801e-10  1.06798381e-08 
 2.48908429e+06  4.93988102e-10  1.06606909e-08 
 2.54648190e+06  4.94022110e-10  1.06407701e-08 
 2.60520309e+06  4.94057898e-10  1.06200492e-08 
 2.66527837e+06  4.94095536e-10  1.05985011e-08 
 2.72673897e+06  4.94135101e-10  1.05760985e-08 
 2.78961683e+06  4.94176673e-10  1.05528133e-08 
 2.85394464e+06  4.94220336e-10  1.05286176e-08 
 2.91975583e+06  4.94266177e-10  1.05034828e-08 
 2.98708461e+06  4.94314287e-10  1.04773801e-08 
 3.05596598e+06  4.94364762e-10  1.04502805e-08 
 3.12643573e+06  4.94417702e-10  1.04221549e-08 
 3.19853049e+06  4.94473210e-10  1.03929742e-08 
 3.27228774e+06  4.94531398e-10  1.03627092e-08 
 3.34774581e+06  4.94592376e-10  1.03313307e-08 
 3.42494392e+06  4.94656266e-10  1.02988097e-08 
 3.50392221e+06  4.94723190e-10  1.02651176e-08 
 3.58472171e+06  4.94793279e-10  1.02302260e-08 
 3.66738442e+06  4.94866667e-10  1.01941069e-08 
 3.75195331e+06  4.94943496e-10  1.01567329e-08 
 3.83847234e+06  4.95023912e-10  1.01180772e-08 
 3.92698648e+06  4.95108069e-10  1.00781140e-08 
 4.01754173e+06  4.95196124e-10  1.00368181e-08 
 4.11018515e+06  4.95288246e-10  9.99416536e-09 
 4.20496491e+06  4.95384607e-10  9.95013296e-09 
 4.30193027e+06  4.95485386e-10  9.90469921e-09 
 4.40113162e+06  4.95590770e-10  9.85784387e-09 
 4.50262052e+06  4.95700956e-10  9.80954823e-09 
 4.60644974e+06  4.95816144e-10  9.75979532e-09 
 4.71267322e+06  4.95936545e-10  9.70856989e-09 
 4.82134619e+06  4.96062378e-10  9.65585878e-09 
 4.93252513e+06  4.96193871e-10  9.60165083e-09 
 5.04626783e+06  4.96331256e-10  9.54593712e-09 
 5.16263340e+06  4.96474779e-10  9.48871111e-09 
 5.28168234e+06  4.96624693e-10  9.42996878e-09 
 5.40347650e+06  4.96781261e-10  9.36970863e-09 
 5.52807921e+06  4.96944755e-10  9.30793195e-09 
 5.65555523e+06  4.97115454e-10  9.24464276e-09 
 5.78597080e+06  4.97293651e-10  9.17984807e-09 
 5.91939372e+06  4.97479647e-10  9.11355782e-09 
 6.05589334e+06  4.97673752e-10  9.04578506e-09 
 6.19554061e+06  4.97876287e-10  8.97654587e-09 
 6.33840810e+06  4.98087584e-10  8.90585961e-09 
 6.48457008e+06  4.98307984e-10  8.83374871e-09 
 6.63410251e+06  4.98537839e-10  8.76023885e-09 
 6.78708313e+06  4.98777512e-10  8.68535889e-09 
 6.94359143e+06  4.99027375e-10  8.60914087e-09 
 7.10370877e+06  4.99287811e-10  8.53161988e-09 
 7.26751838e+06  4.99559213e-10  8.45283418e-09 
 7.43510539e+06  4.99841984e-10  8.37282497e-09 
 7.60655691e+06  5.00136540e-10  8.29163636e-09 
 7.78196206e+06  5.00443300e-10  8.20931523e-09 
 7.96141200e+06  5.00762700e-10  8.12591113e-09 
 8.14500001e+06  5.01095177e-10  8.04147611e-09 
 8.33282151e+06  5.01441186e-10  7.95606464e-09 
 8.52497412e+06  5.01801181e-10  7.86973330e-09 
 8.72155772e+06  5.02175630e-10  7.78254068e-09 
 8.92267449e+06  5.02565005e-10  7.69454722e-09 
 9.12842895e+06  5.02969785e-10  7.60581491e-09 
 9.33892805e+06  5.03390454e-10  7.51640713e-09 
 9.55428121e+06  5.03827502e-10  7.42638841e-09 
 9.77460036e+06  5.04281422e-10  7.33582421e-09 
 1.00000000e+07  5.04752705e-10  7.24478066e-09 
