 frequency       ac1.vout1-ac1.vout2 ac1.vout1-ac1.vout2
 1.00000000e+01 -4.23221012e+01  6.20251848e-07 
 1.02329299e+01 -4.23221012e+01  6.34699369e-07 
 1.04712855e+01 -4.23221012e+01  6.49483417e-07 
 1.07151931e+01 -4.23221012e+01  6.64611829e-07 
 1.09647820e+01 -4.23221012e+01  6.80092627e-07 
 1.12201845e+01 -4.23221012e+01  6.95934020e-07 
 1.14815362e+01 -4.23221012e+01  7.12144405e-07 
 1.17489755e+01 -4.23221012e+01  7.28732379e-07 
 1.20226443e+01 -4.23221012e+01  7.45706737e-07 
 1.23026877e+01 -4.23221012e+01  7.63076478e-07 
 1.25892541e+01 -4.23221012e+01  7.80850813e-07 
 1.28824955e+01 -4.23221012e+01  7.99039165e-07 
 1.31825674e+01 -4.23221012e+01  8.17651178e-07 
 1.34896288e+01 -4.23221012e+01  8.36696721e-07 
 1.38038426e+01 -4.23221012e+01  8.56185891e-07 
 1.41253754e+01 -4.23221012e+01  8.76129022e-07 
 1.44543977e+01 -4.23221012e+01  8.96536689e-07 
 1.47910839e+01 -4.23221012e+01  9.17419711e-07 
 1.51356125e+01 -4.23221012e+01  9.38789161e-07 
 1.54881662e+01 -4.23221012e+01  9.60656370e-07 
 1.58489319e+01 -4.23221012e+01  9.83032931e-07 
 1.62181010e+01 -4.23221012e+01  1.00593071e-06 
 1.65958691e+01 -4.23221012e+01  1.02936185e-06 
 1.69824365e+01 -4.23221012e+01  1.05333876e-06 
 1.73780083e+01 -4.23221012e+01  1.07787418e-06 
 1.77827941e+01 -4.23221012e+01  1.10298109e-06 
 1.81970086e+01 -4.23221012e+01  1.12867282e-06 
 1.86208714e+01 -4.23221012e+01  1.15496299e-06 
 1.90546072e+01 -4.23221012e+01  1.18186553e-06 
 1.94984460e+01 -4.23221012e+01  1.20939472e-06 
 1.99526231e+01 -4.23221012e+01  1.23756514e-06 
 2.04173794e+01 -4.23221012e+01  1.26639173e-06 
 2.08929613e+01 -4.23221012e+01  1.29588979e-06 
 2.13796209e+01 -4.23221012e+01  1.32607494e-06 
 2.18776162e+01 -4.23221012e+01  1.35696319e-06 
