 frequency       inoise_spectrum onoise_spectrum
 5.52807921e+04  1.38619151e-09  3.08826725e-08 
 5.65555523e+04  1.38619144e-09  3.08821682e-08 
 5.78597080e+04  1.38619138e-09  3.08816405e-08 
 5.91939372e+04  1.38619132e-09  3.08810883e-08 
 6.05589334e+04  1.38619126e-09  3.08805105e-08 
 6.19554061e+04  1.38619120e-09  3.08799059e-08 
 6.33840810e+04  1.38619114e-09  3.08792732e-08 
 6.48457008e+04  1.38619109e-09  3.08786110e-08 
 6.63410251e+04  1.38619103e-09  3.08779182e-08 
 6.78708313e+04  1.38619098e-09  3.08771932e-08 
 6.94359143e+04  1.38619093e-09  3.08764345e-08 
 7.10370877e+04  1.38619088e-09  3.08756405e-08 
 7.26751838e+04  1.38619083e-09  3.08748097e-08 
 7.43510539e+04  1.38619078e-09  3.08739402e-08 
 7.60655691e+04  1.38619074e-09  3.08730303e-08 
 7.78196206e+04  1.38619069e-09  3.08720783e-08 
 7.96141200e+04  1.38619065e-09  3.08710819e-08 
 8.14500001e+04  1.38619061e-09  3.08700392e-08 
 8.33282151e+04  1.38619057e-09  3.08689481e-08 
 8.52497412e+04  1.38619053e-09  3.08678062e-08 
 8.72155772e+04  1.38619050e-09  3.08666114e-08 
 8.92267449e+04  1.38619046e-09  3.08653609e-08 
 9.12842895e+04  1.38619043e-09  3.08640525e-08 
 9.33892805e+04  1.38619040e-09  3.08626832e-08 
 9.55428121e+04  1.38619037e-09  3.08612503e-08 
 9.77460036e+04  1.38619035e-09  3.08597508e-08 
 1.00000000e+05  1.38619032e-09  3.08581818e-08 
 1.02305973e+05  1.38619030e-09  3.08565397e-08 
 1.04665121e+05  1.38619028e-09  3.08548216e-08 
 1.07078670e+05  1.38619026e-09  3.08530236e-08 
 1.09547876e+05  1.38619025e-09  3.08511421e-08 
 1.12074020e+05  1.38619024e-09  3.08491733e-08 
 1.14658417e+05  1.38619023e-09  3.08471133e-08 
 1.17302409e+05  1.38619023e-09  3.08449576e-08 
 1.20007371e+05  1.38619023e-09  3.08427018e-08 
 1.22774708e+05  1.38619023e-09  3.08403415e-08 
 1.25605860e+05  1.38619024e-09  3.08378718e-08 
 1.28502297e+05  1.38619025e-09  3.08352876e-08 
 1.31465525e+05  1.38619026e-09  3.08325835e-08 
 1.34497085e+05  1.38619028e-09  3.08297542e-08 
 1.37598551e+05  1.38619031e-09  3.08267939e-08 
 1.40771537e+05  1.38619034e-09  3.08236963e-08 
 1.44017690e+05  1.38619038e-09  3.08204556e-08 
 1.47338699e+05  1.38619043e-09  3.08170647e-08 
 1.50736290e+05  1.38619048e-09  3.08135171e-08 
 1.54212228e+05  1.38619054e-09  3.08098053e-08 
 1.57768320e+05  1.38619061e-09  3.08059219e-08 
 1.61406415e+05  1.38619069e-09  3.08018592e-08 
 1.65128404e+05  1.38619078e-09  3.07976087e-08 
 1.68936220e+05  1.38619088e-09  3.07931621e-08 
 1.72831844e+05  1.38619100e-09  3.07885101e-08 
 1.76817299e+05  1.38619113e-09  3.07836436e-08 
 1.80894658e+05  1.38619127e-09  3.07785528e-08 
 1.85066040e+05  1.38619143e-09  3.07732273e-08 
 1.89333613e+05  1.38619160e-09  3.07676566e-08 
 1.93699595e+05  1.38619180e-09  3.07618296e-08 
 1.98166255e+05  1.38619201e-09  3.07557344e-08 
 2.02735916e+05  1.38619225e-09  3.07493591e-08 
 2.07410951e+05  1.38619250e-09  3.07426908e-08 
 2.12193792e+05  1.38619279e-09  3.07357165e-08 
 2.17086923e+05  1.38619310e-09  3.07284222e-08 
 2.22092889e+05  1.38619345e-09  3.07207935e-08 
 2.27214291e+05  1.38619382e-09  3.07128154e-08 
 2.32453791e+05  1.38619424e-09  3.07044722e-08 
 2.37814113e+05  1.38619469e-09  3.06957475e-08 
 2.43298042e+05  1.38619518e-09  3.06866241e-08 
 2.48908429e+05  1.38619572e-09  3.06770844e-08 
 2.54648190e+05  1.38619630e-09  3.06671096e-08 
 2.60520309e+05  1.38619694e-09  3.06566805e-08 
 2.66527837e+05  1.38619764e-09  3.06457770e-08 
 2.72673897e+05  1.38619840e-09  3.06343778e-08 
 2.78961683e+05  1.38619922e-09  3.06224613e-08 
 2.85394464e+05  1.38620012e-09  3.06100044e-08 
 2.91975583e+05  1.38620109e-09  3.05969836e-08 
 2.98708461e+05  1.38620215e-09  3.05833738e-08 
 3.05596598e+05  1.38620330e-09  3.05691497e-08 
 3.12643573e+05  1.38620454e-09  3.05542841e-08 
 3.19853049e+05  1.38620589e-09  3.05387493e-08 
 3.27228774e+05  1.38620735e-09  3.05225163e-08 
 3.34774581e+05  1.38620893e-09  3.05055549e-08 
 3.42494392e+05  1.38621064e-09  3.04878338e-08 
 3.50392221e+05  1.38621248e-09  3.04693203e-08 
 3.58472171e+05  1.38621447e-09  3.04499808e-08 
 3.66738442e+05  1.38621663e-09  3.04297799e-08 
 3.75195331e+05  1.38621895e-09  3.04086813e-08 
 3.83847234e+05  1.38622145e-09  3.03866472e-08 
 3.92698648e+05  1.38622415e-09  3.03636382e-08 
 4.01754173e+05  1.38622706e-09  3.03396136e-08 
 4.11018515e+05  1.38623018e-09  3.03145314e-08 
 4.20496491e+05  1.38623354e-09  3.02883477e-08 
 4.30193027e+05  1.38623716e-09  3.02610173e-08 
 4.40113162e+05  1.38624104e-09  3.02324936e-08 
 4.50262052e+05  1.38624521e-09  3.02027280e-08 
 4.60644974e+05  1.38624968e-09  3.01716705e-08 
 4.71267322e+05  1.38625447e-09  3.01392694e-08 
 4.82134619e+05  1.38625960e-09  3.01054713e-08 
 4.93252513e+05  1.38626510e-09  3.00702212e-08 
 5.04626783e+05  1.38627098e-09  3.00334624e-08 
 5.16263340e+05  1.38627727e-09  2.99951361e-08 
 5.28168234e+05  1.38628399e-09  2.99551825e-08 
 5.40347650e+05  1.38629116e-09  2.99135392e-08 
 5.52807921e+05  1.38629882e-09  2.98701429e-08 
 5.65555523e+05  1.38630699e-09  2.98249280e-08 
 5.78597080e+05  1.38631569e-09  2.97778274e-08 
 5.91939372e+05  1.38632497e-09  2.97287725e-08 
 6.05589334e+05  1.38633484e-09  2.96776928e-08 
 6.19554061e+05  1.38634534e-09  2.96245164e-08 
 6.33840810e+05  1.38635651e-09  2.95691695e-08 
 6.48457008e+05  1.38636838e-09  2.95115773e-08 
 6.63410251e+05  1.38638099e-09  2.94516633e-08 
 6.78708313e+05  1.38639436e-09  2.93893495e-08 
 6.94359143e+05  1.38640855e-09  2.93245571e-08 
 7.10370877e+05  1.38642360e-09  2.92572056e-08 
 7.26751838e+05  1.38643954e-09  2.91872140e-08 
 7.43510539e+05  1.38645642e-09  2.91144999e-08 
 7.60655691e+05  1.38647429e-09  2.90389807e-08 
 7.78196206e+05  1.38649320e-09  2.89605725e-08 
 7.96141200e+05  1.38651319e-09  2.88791918e-08 
 8.14500001e+05  1.38653432e-09  2.87947541e-08 
 8.33282151e+05  1.38655664e-09  2.87071754e-08 
 8.52497412e+05  1.38658021e-09  2.86163716e-08 
 8.72155772e+05  1.38660508e-09  2.85222592e-08 
 8.92267449e+05  1.38663133e-09  2.84247554e-08 
 9.12842895e+05  1.38665900e-09  2.83237782e-08 
 9.33892805e+05  1.38668817e-09  2.82192469e-08 
 9.55428121e+05  1.38671891e-09  2.81110826e-08 
 9.77460036e+05  1.38675128e-09  2.79992078e-08 
 1.00000000e+06  1.38678537e-09  2.78835477e-08 
 1.02305973e+06  1.38682125e-09  2.77640298e-08 
 1.04665121e+06  1.38685901e-09  2.76405845e-08 
 1.07078670e+06  1.38689872e-09  2.75131455e-08 
 1.09547876e+06  1.38694049e-09  2.73816502e-08 
 1.12074020e+06  1.38698439e-09  2.72460400e-08 
 1.14658417e+06  1.38703053e-09  2.71062608e-08 
 1.17302409e+06  1.38707900e-09  2.69622633e-08 
 1.20007371e+06  1.38712992e-09  2.68140034e-08 
 1.22774708e+06  1.38718340e-09  2.66614427e-08 
 1.25605860e+06  1.38723955e-09  2.65045488e-08 
 1.28502297e+06  1.38729848e-09  2.63432955e-08 
 1.31465525e+06  1.38736033e-09  2.61776637e-08 
 1.34497085e+06  1.38742523e-09  2.60076412e-08 
 1.37598551e+06  1.38749332e-09  2.58332233e-08 
 1.40771537e+06  1.38756473e-09  2.56544132e-08 
 1.44017690e+06  1.38763962e-09  2.54712220e-08 
 1.47338699e+06  1.38771815e-09  2.52836693e-08 
 1.50736290e+06  1.38780047e-09  2.50917833e-08 
 1.54212228e+06  1.38788677e-09  2.48956007e-08 
 1.57768320e+06  1.38797722e-09  2.46951675e-08 
 1.61406415e+06  1.38807202e-09  2.44905387e-08 
 1.65128404e+06  1.38817134e-09  2.42817782e-08 
 1.68936220e+06  1.38827541e-09  2.40689594e-08 
 1.72831844e+06  1.38838443e-09  2.38521648e-08 
 1.76817299e+06  1.38849863e-09  2.36314859e-08 
 1.80894658e+06  1.38861825e-09  2.34070234e-08 
 1.85066040e+06  1.38874353e-09  2.31788867e-08 
 1.89333613e+06  1.38887472e-09  2.29471939e-08 
 1.93699595e+06  1.38901209e-09  2.27120716e-08 
 1.98166255e+06  1.38915593e-09  2.24736544e-08 
 2.02735916e+06  1.38930653e-09  2.22320846e-08 
 2.07410951e+06  1.38946419e-09  2.19875120e-08 
 2.12193792e+06  1.38962924e-09  2.17400932e-08 
 2.17086923e+06  1.38980200e-09  2.14899914e-08 
 2.22092889e+06  1.38998283e-09  2.12373754e-08 
 2.27214291e+06  1.39017209e-09  2.09824197e-08 
 2.32453791e+06  1.39037016e-09  2.07253035e-08 
 2.37814113e+06  1.39057745e-09  2.04662103e-08 
 2.43298042e+06  1.39079436e-09  2.02053270e-08 
 2.48908429e+06  1.39102134e-09  1.99428437e-08 
 2.54648190e+06  1.39125884e-09  1.96789528e-08 
 2.60520309e+06  1.39150732e-09  1.94138483e-08 
 2.66527837e+06  1.39176730e-09  1.91477252e-08 
 2.72673897e+06  1.39203927e-09  1.88807793e-08 
 2.78961683e+06  1.39232379e-09  1.86132056e-08 
 2.85394464e+06  1.39262141e-09  1.83451988e-08 
 2.91975583e+06  1.39293273e-09  1.80769520e-08 
 2.98708461e+06  1.39325835e-09  1.78086563e-08 
 3.05596598e+06  1.39359892e-09  1.75405002e-08 
 3.12643573e+06  1.39395510e-09  1.72726692e-08 
 3.19853049e+06  1.39432759e-09  1.70053452e-08 
 3.27228774e+06  1.39471711e-09  1.67387063e-08 
 3.34774581e+06  1.39512442e-09  1.64729259e-08 
 3.42494392e+06  1.39555030e-09  1.62081726e-08 
 3.50392221e+06  1.39599559e-09  1.59446100e-08 
 3.58472171e+06  1.39646112e-09  1.56823962e-08 
 3.66738442e+06  1.39694780e-09  1.54216832e-08 
 3.75195331e+06  1.39745656e-09  1.51626175e-08 
 3.83847234e+06  1.39798835e-09  1.49053391e-08 
 3.92698648e+06  1.39854418e-09  1.46499816e-08 
 4.01754173e+06  1.39912510e-09  1.43966723e-08 
 4.11018515e+06  1.39973220e-09  1.41455317e-08 
 4.20496491e+06  1.40036661e-09  1.38966739e-08 
 4.30193027e+06  1.40102950e-09  1.36502061e-08 
 4.40113162e+06  1.40172210e-09  1.34062288e-08 
 4.50262052e+06  1.40244568e-09  1.31648360e-08 
 4.60644974e+06  1.40320155e-09  1.29261152e-08 
 4.71267322e+06  1.40399109e-09  1.26901469e-08 
 4.82134619e+06  1.40481571e-09  1.24570057e-08 
 4.93252513e+06  1.40567690e-09  1.22267595e-08 
 5.04626783e+06  1.40657617e-09  1.19994702e-08 
 5.16263340e+06  1.40751511e-09  1.17751936e-08 
 5.28168234e+06  1.40849537e-09  1.15539796e-08 
 5.40347650e+06  1.40951865e-09  1.13358724e-08 
 5.52807921e+06  1.41058669e-09  1.11209107e-08 
 5.65555523e+06  1.41170133e-09  1.09091279e-08 
 5.78597080e+06  1.41286443e-09  1.07005520e-08 
 5.91939372e+06  1.41407795e-09  1.04952065e-08 
 6.05589334e+06  1.41534388e-09  1.02931097e-08 
 6.19554061e+06  1.41666431e-09  1.00942756e-08 
 6.33840810e+06  1.41804136e-09  9.89871389e-09 
 6.48457008e+06  1.41947722e-09  9.70642999e-09 
 6.63410251e+06  1.42097418e-09  9.51742546e-09 
 6.78708313e+06  1.42253454e-09  9.33169817e-09 
 6.94359143e+06  1.42416072e-09  9.14924240e-09 
 7.10370877e+06  1.42585516e-09  8.97004910e-09 
 7.26751838e+06  1.42762039e-09  8.79410612e-09 
 7.43510539e+06  1.42945900e-09  8.62139831e-09 
 7.60655691e+06  1.43137363e-09  8.45190775e-09 
 7.78196206e+06  1.43336699e-09  8.28561388e-09 
 7.96141200e+06  1.43544185e-09  8.12249380e-09 
 8.14500001e+06  1.43760103e-09  7.96252213e-09 
 8.33282151e+06  1.43984742e-09  7.80567160e-09 
 8.52497412e+06  1.44218394e-09  7.65191279e-09 
 8.72155772e+06  1.44461358e-09  7.50121451e-09 
 8.92267449e+06  1.44713934e-09  7.35354387e-09 
 9.12842895e+06  1.44976430e-09  7.20886641e-09 
 9.33892805e+06  1.45249156e-09  7.06714618e-09 
 9.55428121e+06  1.45532424e-09  6.92834596e-09 
 9.77460036e+06  1.45826549e-09  6.79242727e-09 
 1.00000000e+07  1.46131849e-09  6.65935050e-09 
