 frequency       ac1.vout1-ac1.vout2 ac1.vout1-ac1.vout2
 1.00000000e+01 -4.03639518e+01  3.00692527e-07 
 1.02329299e+01 -4.03639518e+01  3.07696556e-07 
 1.04712855e+01 -4.03639518e+01  3.14863729e-07 
 1.07151931e+01 -4.03639518e+01  3.22197847e-07 
 1.09647820e+01 -4.03639518e+01  3.29702799e-07 
 1.12201845e+01 -4.03639518e+01  3.37382564e-07 
 1.14815362e+01 -4.03639518e+01  3.45241214e-07 
 1.17489755e+01 -4.03639518e+01  3.53282915e-07 
 1.20226443e+01 -4.03639518e+01  3.61511931e-07 
 1.23026877e+01 -4.03639518e+01  3.69932625e-07 
 1.25892541e+01 -4.03639518e+01  3.78549463e-07 
 1.28824955e+01 -4.03639518e+01  3.87367013e-07 
 1.31825674e+01 -4.03639518e+01  3.96389950e-07 
 1.34896288e+01 -4.03639518e+01  4.05623058e-07 
 1.38038426e+01 -4.03639518e+01  4.15071232e-07 
 1.41253754e+01 -4.03639518e+01  4.24739484e-07 
 1.44543977e+01 -4.03639518e+01  4.34632937e-07 
 1.47910839e+01 -4.03639518e+01  4.44756839e-07 
 1.51356125e+01 -4.03639518e+01  4.55116556e-07 
 1.54881662e+01 -4.03639518e+01  4.65717583e-07 
 1.58489319e+01 -4.03639518e+01  4.76565539e-07 
 1.62181010e+01 -4.03639518e+01  4.87666176e-07 
 1.65958691e+01 -4.03639518e+01  4.99025381e-07 
 1.69824365e+01 -4.03639518e+01  5.10649175e-07 
 1.73780083e+01 -4.03639518e+01  5.22543722e-07 
 1.77827941e+01 -4.03639518e+01  5.34715329e-07 
 1.81970086e+01 -4.03639518e+01  5.47170449e-07 
 1.86208714e+01 -4.03639518e+01  5.59915686e-07 
 1.90546072e+01 -4.03639518e+01  5.72957798e-07 
 1.94984460e+01 -4.03639518e+01  5.86303700e-07 
 1.99526231e+01 -4.03639518e+01  5.99960467e-07 
 2.04173794e+01 -4.03639518e+01  6.13935342e-07 
 2.08929613e+01 -4.03639518e+01  6.28235733e-07 
 2.13796209e+01 -4.03639518e+01  6.42869223e-07 
 2.18776162e+01 -4.03639518e+01  6.57843571e-07 
 2.23872114e+01 -4.03639518e+01  6.73166716e-07 
 2.29086765e+01 -4.03639518e+01  6.88846783e-07 
 2.34422882e+01 -4.03639518e+01  7.04892086e-07 
 2.39883292e+01 -4.03639518e+01  7.21311132e-07 
 2.45470892e+01 -4.03639518e+01  7.38112626e-07 
 2.51188643e+01 -4.03639518e+01  7.55305478e-07 
 2.57039578e+01 -4.03639518e+01  7.72898803e-07 
 2.63026799e+01 -4.03639518e+01  7.90901929e-07 
 2.69153480e+01 -4.03639518e+01  8.09324401e-07 
 2.75422870e+01 -4.03639518e+01  8.28175988e-07 
 2.81838293e+01 -4.03639518e+01  8.47466685e-07 
 2.88403150e+01 -4.03639518e+01  8.67206720e-07 
 2.95120923e+01 -4.03639518e+01  8.87406560e-07 
 3.01995172e+01 -4.03639518e+01  9.08076914e-07 
 3.09029543e+01 -4.03639518e+01  9.29228742e-07 
 3.16227766e+01 -4.03639518e+01  9.50873260e-07 
 3.23593657e+01 -4.03639518e+01  9.73021944e-07 
 3.31131121e+01 -4.03639518e+01  9.95686536e-07 
 3.38844156e+01 -4.03639518e+01  1.01887906e-06 
 3.46736850e+01 -4.03639518e+01  1.04261180e-06 
 3.54813389e+01 -4.03639518e+01  1.06689735e-06 
 3.63078055e+01 -4.03639518e+01  1.09174858e-06 
 3.71535229e+01 -4.03639518e+01  1.11717867e-06 
 3.80189396e+01 -4.03639518e+01  1.14320110e-06 
 3.89045145e+01 -4.03639518e+01  1.16982968e-06 
 3.98107171e+01 -4.03639518e+01  1.19707851e-06 
 4.07380278e+01 -4.03639518e+01  1.22496205e-06 
 4.16869383e+01 -4.03639518e+01  1.25349508e-06 
 4.26579519e+01 -4.03639518e+01  1.28269273e-06 
 4.36515832e+01 -4.03639518e+01  1.31257049e-06 
 4.46683592e+01 -4.03639518e+01  1.34314418e-06 
 4.57088190e+01 -4.03639518e+01  1.37443003e-06 
 4.67735141e+01 -4.03639518e+01  1.40644462e-06 
 4.78630092e+01 -4.03639518e+01  1.43920492e-06 
 4.89778819e+01 -4.03639518e+01  1.47272831e-06 
 5.01187234e+01 -4.03639518e+01  1.50703256e-06 
 5.12861384e+01 -4.03639518e+01  1.54213585e-06 
 5.24807460e+01 -4.03639518e+01  1.57805681e-06 
 5.37031796e+01 -4.03639518e+01  1.61481448e-06 
 5.49540874e+01 -4.03639518e+01  1.65242834e-06 
 5.62341325e+01 -4.03639518e+01  1.69091834e-06 
 5.75439937e+01 -4.03639518e+01  1.73030489e-06 
 5.88843655e+01 -4.03639518e+01  1.77060887e-06 
 6.02559586e+01 -4.03639518e+01  1.81185164e-06 
 6.16595002e+01 -4.03639518e+01  1.85405509e-06 
 6.30957344e+01 -4.03639518e+01  1.89724158e-06 
 6.45654229e+01 -4.03639518e+01  1.94143402e-06 
 6.60693448e+01 -4.03639518e+01  1.98665582e-06 
 6.76082975e+01 -4.03639518e+01  2.03293098e-06 
 6.91830971e+01 -4.03639518e+01  2.08028403e-06 
 7.07945784e+01 -4.03639518e+01  2.12874007e-06 
 7.24435960e+01 -4.03639518e+01  2.17832479e-06 
 7.41310241e+01 -4.03639518e+01  2.22906450e-06 
 7.58577575e+01 -4.03639518e+01  2.28098608e-06 
 7.76247117e+01 -4.03639518e+01  2.33411707e-06 
 7.94328235e+01 -4.03639518e+01  2.38848564e-06 
 8.12830516e+01 -4.03639518e+01  2.44412062e-06 
 8.31763771e+01 -4.03639518e+01  2.50105150e-06 
 8.51138038e+01 -4.03639518e+01  2.55930847e-06 
 8.70963590e+01 -4.03639518e+01  2.61892243e-06 
 8.91250938e+01 -4.03639518e+01  2.67992497e-06 
 9.12010839e+01 -4.03639518e+01  2.74234844e-06 
 9.33254301e+01 -4.03639518e+01  2.80622594e-06 
 9.54992586e+01 -4.03639518e+01  2.87159134e-06 
 9.77237221e+01 -4.03639518e+01  2.93847929e-06 
 1.00000000e+02 -4.03639518e+01  3.00692527e-06 
 1.02329299e+02 -4.03639518e+01  3.07696556e-06 
 1.04712855e+02 -4.03639518e+01  3.14863729e-06 
 1.07151931e+02 -4.03639518e+01  3.22197847e-06 
 1.09647820e+02 -4.03639518e+01  3.29702799e-06 
 1.12201845e+02 -4.03639518e+01  3.37382564e-06 
 1.14815362e+02 -4.03639518e+01  3.45241214e-06 
 1.17489755e+02 -4.03639518e+01  3.53282915e-06 
 1.20226443e+02 -4.03639518e+01  3.61511931e-06 
 1.23026877e+02 -4.03639518e+01  3.69932625e-06 
 1.25892541e+02 -4.03639518e+01  3.78549463e-06 
 1.28824955e+02 -4.03639518e+01  3.87367013e-06 
 1.31825674e+02 -4.03639518e+01  3.96389950e-06 
 1.34896288e+02 -4.03639518e+01  4.05623058e-06 
 1.38038426e+02 -4.03639518e+01  4.15071232e-06 
 1.41253754e+02 -4.03639518e+01  4.24739484e-06 
 1.44543977e+02 -4.03639518e+01  4.34632937e-06 
 1.47910839e+02 -4.03639518e+01  4.44756839e-06 
 1.51356125e+02 -4.03639518e+01  4.55116556e-06 
 1.54881662e+02 -4.03639518e+01  4.65717583e-06 
 1.58489319e+02 -4.03639518e+01  4.76565539e-06 
 1.62181010e+02 -4.03639518e+01  4.87666176e-06 
 1.65958691e+02 -4.03639518e+01  4.99025381e-06 
 1.69824365e+02 -4.03639518e+01  5.10649175e-06 
 1.73780083e+02 -4.03639518e+01  5.22543722e-06 
 1.77827941e+02 -4.03639518e+01  5.34715329e-06 
 1.81970086e+02 -4.03639518e+01  5.47170449e-06 
 1.86208714e+02 -4.03639518e+01  5.59915686e-06 
 1.90546072e+02 -4.03639518e+01  5.72957798e-06 
 1.94984460e+02 -4.03639518e+01  5.86303700e-06 
 1.99526231e+02 -4.03639518e+01  5.99960467e-06 
 2.04173794e+02 -4.03639518e+01  6.13935342e-06 
 2.08929613e+02 -4.03639518e+01  6.28235733e-06 
 2.13796209e+02 -4.03639518e+01  6.42869223e-06 
 2.18776162e+02 -4.03639518e+01  6.57843571e-06 
 2.23872114e+02 -4.03639518e+01  6.73166716e-06 
 2.29086765e+02 -4.03639518e+01  6.88846783e-06 
 2.34422882e+02 -4.03639518e+01  7.04892086e-06 
 2.39883292e+02 -4.03639518e+01  7.21311132e-06 
 2.45470892e+02 -4.03639518e+01  7.38112626e-06 
 2.51188643e+02 -4.03639518e+01  7.55305478e-06 
 2.57039578e+02 -4.03639518e+01  7.72898803e-06 
 2.63026799e+02 -4.03639518e+01  7.90901929e-06 
 2.69153480e+02 -4.03639518e+01  8.09324401e-06 
 2.75422870e+02 -4.03639518e+01  8.28175988e-06 
 2.81838293e+02 -4.03639518e+01  8.47466685e-06 
 2.88403150e+02 -4.03639518e+01  8.67206720e-06 
 2.95120923e+02 -4.03639518e+01  8.87406560e-06 
 3.01995172e+02 -4.03639518e+01  9.08076914e-06 
 3.09029543e+02 -4.03639518e+01  9.29228742e-06 
 3.16227766e+02 -4.03639518e+01  9.50873260e-06 
 3.23593657e+02 -4.03639518e+01  9.73021944e-06 
 3.31131121e+02 -4.03639518e+01  9.95686536e-06 
 3.38844156e+02 -4.03639518e+01  1.01887906e-05 
 3.46736850e+02 -4.03639518e+01  1.04261180e-05 
 3.54813389e+02 -4.03639518e+01  1.06689735e-05 
 3.63078055e+02 -4.03639518e+01  1.09174858e-05 
 3.71535229e+02 -4.03639518e+01  1.11717867e-05 
 3.80189396e+02 -4.03639518e+01  1.14320110e-05 
 3.89045145e+02 -4.03639518e+01  1.16982968e-05 
 3.98107171e+02 -4.03639518e+01  1.19707851e-05 
 4.07380278e+02 -4.03639518e+01  1.22496205e-05 
 4.16869383e+02 -4.03639518e+01  1.25349508e-05 
 4.26579519e+02 -4.03639518e+01  1.28269273e-05 
 4.36515832e+02 -4.03639518e+01  1.31257049e-05 
 4.46683592e+02 -4.03639518e+01  1.34314418e-05 
 4.57088190e+02 -4.03639518e+01  1.37443003e-05 
 4.67735141e+02 -4.03639518e+01  1.40644462e-05 
 4.78630092e+02 -4.03639518e+01  1.43920492e-05 
 4.89778819e+02 -4.03639518e+01  1.47272831e-05 
 5.01187234e+02 -4.03639518e+01  1.50703256e-05 
 5.12861384e+02 -4.03639518e+01  1.54213585e-05 
 5.24807460e+02 -4.03639518e+01  1.57805681e-05 
 5.37031796e+02 -4.03639518e+01  1.61481448e-05 
