 7.87267849e-04  7.87267849e-04 
 7.08537372e-04  7.08537372e-04 
 7.26869103e-04  7.26869103e-04 
 7.90461054e-04  7.90461054e-04 
 7.99136656e-04  7.99136656e-04 
 8.63999451e-04  8.63999451e-04 
 8.94743254e-04  8.94743254e-04 
 7.51802277e-04  7.51802277e-04 
 7.81314233e-04  7.81314233e-04 
 8.27622001e-04  8.27622001e-04 
 7.47213662e-04  7.47213662e-04 
 6.84890591e-04  6.84890591e-04 
 7.78073055e-04  7.78073055e-04 
 6.62644578e-04  6.62644578e-04 
 7.42857328e-04  7.42857328e-04 
 8.39249105e-04  8.39249105e-04 
 7.19398826e-04  7.19398826e-04 
 8.16841573e-04  8.16841573e-04 
 8.18444817e-04  8.18444817e-04 
 7.19249181e-04  7.19249181e-04 
 6.36375996e-04  6.36375996e-04 
 7.31551781e-04  7.31551781e-04 
 7.16819610e-04  7.16819610e-04 
 9.19704770e-04  9.19704770e-04 
 7.00408170e-04  7.00408170e-04 
 6.00248421e-04  6.00248421e-04 
 8.01182917e-04  8.01182917e-04 
 9.70350444e-04  9.70350444e-04 
 7.34262133e-04  7.34262133e-04 
 9.44514626e-04  9.44514626e-04 
 9.45471777e-04  9.45471777e-04 
 7.19596942e-04  7.19596942e-04 
 8.04288925e-04  8.04288925e-04 
 8.10654020e-04  8.10654020e-04 
 7.49102209e-04  7.49102209e-04 
 8.76369688e-04  8.76369688e-04 
 8.60802736e-04  8.60802736e-04 
 8.35521519e-04  8.35521519e-04 
 7.78927422e-04  7.78927422e-04 
 8.50857471e-04  8.50857471e-04 
 6.35533641e-04  6.35533641e-04 
 7.12670109e-04  7.12670109e-04 
 9.87521619e-04  9.87521619e-04 
 6.96234750e-04  6.96234750e-04 
 5.83253853e-04  5.83253853e-04 
 7.13919455e-04  7.13919455e-04 
 7.15132283e-04  7.15132283e-04 
 8.13486276e-04  8.13486276e-04 
 6.09656211e-04  6.09656211e-04 
 7.90639223e-04  7.90639223e-04 
 7.95978682e-04  7.95978682e-04 
 6.44825916e-04  6.44825916e-04 
 6.10182525e-04  6.10182525e-04 
 6.56144924e-04  6.56144924e-04 
 8.09391854e-04  8.09391854e-04 
 7.28267083e-04  7.28267083e-04 
 7.92986642e-04  7.92986642e-04 
 7.82295246e-04  7.82295246e-04 
 7.87567086e-04  7.87567086e-04 
 8.32802075e-04  8.32802075e-04 
 7.56421875e-04  7.56421875e-04 
 6.74189526e-04  6.74189526e-04 
 8.64796775e-04  8.64796775e-04 
 9.96108497e-04  9.96108497e-04 
 7.24206249e-04  7.24206249e-04 
 8.53653057e-04  8.53653057e-04 
 8.30770206e-04  8.30770206e-04 
 6.36665055e-04  6.36665055e-04 
 7.48411402e-04  7.48411402e-04 
 6.31058792e-04  6.31058792e-04 
 7.30793241e-04  7.30793241e-04 
 8.92111047e-04  8.92111047e-04 
 8.61241164e-04  8.61241164e-04 
 9.02728340e-04  9.02728340e-04 
 9.24013404e-04  9.24013404e-04 
 6.78683466e-04  6.78683466e-04 
 8.69800220e-04  8.69800220e-04 
 9.91763031e-04  9.91763031e-04 
 6.85062206e-04  6.85062206e-04 
 1.00211646e-03  1.00211646e-03 
 8.02183012e-04  8.02183012e-04 
 6.90315198e-04  6.90315198e-04 
 8.45410264e-04  8.45410264e-04 
 7.49137905e-04  7.49137905e-04 
 6.68672619e-04  6.68672619e-04 
 7.34809855e-04  7.34809855e-04 
 8.01928852e-04  8.01928852e-04 
 8.51823666e-04  8.51823666e-04 
 7.79679046e-04  7.79679046e-04 
 7.18248643e-04  7.18248643e-04 
 7.48041752e-04  7.48041752e-04 
 9.13752228e-04  9.13752228e-04 
 7.23063815e-04  7.23063815e-04 
 6.93214427e-04  6.93214427e-04 
 8.17092893e-04  8.17092893e-04 
 7.62150799e-04  7.62150799e-04 
 7.11021560e-04  7.11021560e-04 
 8.25673693e-04  8.25673693e-04 
 8.03678147e-04  8.03678147e-04 
 8.24559101e-04  8.24559101e-04 
 8.25735125e-04  8.25735125e-04 
 8.69592974e-04  8.69592974e-04 
 9.50537469e-04  9.50537469e-04 
 7.70543152e-04  7.70543152e-04 
 7.95119811e-04  7.95119811e-04 
 8.55337293e-04  8.55337293e-04 
 1.06671720e-03  1.06671720e-03 
 7.50210307e-04  7.50210307e-04 
 7.26596616e-04  7.26596616e-04 
 7.32666608e-04  7.32666608e-04 
 9.27624372e-04  9.27624372e-04 
 7.16411557e-04  7.16411557e-04 
 9.07237535e-04  9.07237535e-04 
 6.56468048e-04  6.56468048e-04 
 6.87402592e-04  6.87402592e-04 
 9.13552280e-04  9.13552280e-04 
 7.66767356e-04  7.66767356e-04 
 8.29431844e-04  8.29431844e-04 
 7.93461838e-04  7.93461838e-04 
 9.53960379e-04  9.53960379e-04 
 7.49072787e-04  7.49072787e-04 
 8.76517510e-04  8.76517510e-04 
 7.43751124e-04  7.43751124e-04 
 7.99293020e-04  7.99293020e-04 
 6.39866724e-04  6.39866724e-04 
 7.25521554e-04  7.25521554e-04 
 6.82044132e-04  6.82044132e-04 
 8.11783152e-04  8.11783152e-04 
 7.15393366e-04  7.15393366e-04 
 7.83231604e-04  7.83231604e-04 
 7.71517156e-04  7.71517156e-04 
 7.25943716e-04  7.25943716e-04 
 7.91056716e-04  7.91056716e-04 
 9.00737613e-04  9.00737613e-04 
 8.20274510e-04  8.20274510e-04 
 9.22137206e-04  9.22137206e-04 
 7.36658044e-04  7.36658044e-04 
 7.79900920e-04  7.79900920e-04 
 9.45687906e-04  9.45687906e-04 
 7.27239570e-04  7.27239570e-04 
 9.30676992e-04  9.30676992e-04 
 9.39349071e-04  9.39349071e-04 
 8.13244174e-04  8.13244174e-04 
 6.30681467e-04  6.30681467e-04 
 8.40734179e-04  8.40734179e-04 
 6.86591280e-04  6.86591280e-04 
 7.19384663e-04  7.19384663e-04 
 8.03581335e-04  8.03581335e-04 
 8.16403468e-04  8.16403468e-04 
 9.40614241e-04  9.40614241e-04 
 7.77202854e-04  7.77202854e-04 
 8.62986183e-04  8.62986183e-04 
 6.35870618e-04  6.35870618e-04 
 8.68885091e-04  8.68885091e-04 
 9.00508818e-04  9.00508818e-04 
 6.76343227e-04  6.76343227e-04 
 7.33045302e-04  7.33045302e-04 
 7.91921252e-04  7.91921252e-04 
 7.96580941e-04  7.96580941e-04 
 7.06303812e-04  7.06303812e-04 
 7.82554801e-04  7.82554801e-04 
 8.14508612e-04  8.14508612e-04 
 6.96156971e-04  6.96156971e-04 
 6.85925274e-04  6.85925274e-04 
 7.29997662e-04  7.29997662e-04 
 8.38959014e-04  8.38959014e-04 
 9.21186438e-04  9.21186438e-04 
 5.61323716e-04  5.61323716e-04 
 7.23132943e-04  7.23132943e-04 
 7.63054529e-04  7.63054529e-04 
 6.59271379e-04  6.59271379e-04 
 8.13461608e-04  8.13461608e-04 
 8.05026649e-04  8.05026649e-04 
 7.55810615e-04  7.55810615e-04 
 8.99889712e-04  8.99889712e-04 
 8.24829434e-04  8.24829434e-04 
 7.80239924e-04  7.80239924e-04 
 7.30113800e-04  7.30113800e-04 
 7.58236830e-04  7.58236830e-04 
 7.66981463e-04  7.66981463e-04 
 7.66204481e-04  7.66204481e-04 
 8.57442797e-04  8.57442797e-04 
 7.15499088e-04  7.15499088e-04 
 8.48486481e-04  8.48486481e-04 
